loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
24.0,3.0,1.0,3.0,128.0,615.34,0.11,9.13,57.09,5429.72,0.21,301.65,19,0,3,0,8.0,23.0,71.0,57.0,5.0,0
9.0,2.0,1.0,2.0,24.0,93.77,0.16,6.43,14.53,507.65,0.03,28.15,5,0,1,0,8.0,7.0,15.0,9.0,3.0,0
12.0,3.0,1.0,2.0,50.0,242.9,0.07,14.09,15.26,3136.28,0.08,174.24,9,0,1,0,14.0,11.0,31.0,19.0,5.0,0
26.0,11.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.0,0
28.0,2.0,1.0,2.0,78.0,366.8,0.08,12.66,29.06,4482.99,0.12,249.06,16,3,6,0,15.0,19.0,43.0,31.0,3.0,0
19.0,2.0,1.0,2.0,20.0,80.0,0.16,6.43,12.44,514.28,0.03,28.57,7,0,4,0,9.0,6.0,13.0,7.0,3.0,0
22.0,3.0,1.0,3.0,70.0,343.48,0.09,11.2,27.85,3463.04,0.11,192.39,17,1,3,0,12.0,15.0,40.0,30.0,5.0,0
13.0,4.0,3.0,1.0,24.0,101.95,0.08,12.6,8.22,1241.57,0.03,68.98,8,1,2,0,14.0,5.0,16.0,8.0,7.0,0
79.0,15.0,9.0,8.0,258.0,1417.63,0.03,31.0,49.43,43429.78,0.47,2412.77,66,0,12,0,20.0,31.0,170.0,94.0,29.0,1
16.0,3.0,1.0,2.0,34.0,144.95,0.1,9.63,14.87,1413.23,0.05,78.51,9,3,3,0,11.0,8.0,20.0,14.0,5.0,0
36.0,6.0,1.0,5.0,78.0,346.13,0.05,20.0,16.41,6922.08,0.12,384.56,25,4,3,0,10.0,8.0,51.0,26.0,11.0,0
133.0,5.0,1.0,3.0,529.0,3253.22,0.02,54.55,62.01,238721.69,1.08,13295.59,99,13,15,0,20.0,41.0,287.0,243.0,9.0,0
10.0,2.0,1.0,1.0,25.0,104.25,0.13,8.0,13.03,833.99,0.03,46.33,7,0,1,0,12.0,6.0,17.0,8.0,3.0,0
7.0,2.0,1.0,2.0,24.0,91.38,0.21,4.75,18.56,484.92,0.03,26.27,5,0,0,0,7.0,7.0,15.0,9.0,3.0,0
9.0,1.0,1.0,1.0,29.0,118.54,0.2,5.06,23.41,600.09,0.04,33.34,4,0,1,0,9.0,8.0,20.0,9.0,1.0,0
128.0,10.0,1.0,9.0,381.0,2225.29,0.02,51.11,44.84,82536.23,0.74,4552.23,92,8,19,0,22.0,37.0,239.0,143.0,19.0,0
40.0,3.0,1.0,2.0,97.0,493.48,0.05,22.5,21.48,12107.75,0.16,672.65,33,0,5,0,15.0,15.0,57.0,40.0,5.0,1
25.0,3.0,1.0,2.0,32.0,135.93,0.07,13.71,10.91,1923.16,0.05,106.84,19,0,2,0,14.0,7.0,20.0,12.0,5.0,0
98.0,12.0,4.0,7.0,318.0,2085.32,0.03,31.88,70.0,68312.78,0.7,3750.6,79,6,8,0,21.0,52.0,175.0,141.0,23.0,1
63.0,6.0,3.0,5.0,169.0,797.01,0.03,36.66,21.74,29215.55,0.27,1623.09,42,5,5,0,17.0,16.0,89.0,69.0,11.0,1
17.0,3.0,1.0,3.0,52.0,235.23,0.1,10.0,23.33,2371.85,0.08,131.77,13,0,2,0,13.0,13.0,32.0,20.0,5.0,0
36.0,3.0,1.0,3.0,58.0,284.6,0.11,9.5,30.85,5382.71,0.09,299.04,19,6,10,1,14.0,16.0,39.0,19.0,5.0,0
20.0,4.0,4.0,4.0,38.0,174.23,0.16,6.23,27.42,1141.33,0.06,63.41,15,0,3,0,8.0,13.0,22.0,16.0,7.0,0
53.0,8.0,7.0,7.0,147.0,853.68,0.04,22.65,37.69,19337.17,0.28,1074.29,41,0,8,0,22.0,34.0,83.0,66.0,8.0,0
12.0,3.0,3.0,1.0,32.0,142.62,0.11,9.38,15.45,1244.1,0.05,69.12,10,0,0,0,15.0,8.0,22.0,10.0,5.0,0
34.0,5.0,3.0,2.0,124.0,659.92,0.09,11.41,54.29,7762.43,0.22,431.25,26,1,5,0,12.0,28.0,74.0,54.0,9.0,0
97.0,25.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,49.0,1
24.0,7.0,1.0,4.0,109.0,545.0,0.05,21.18,25.74,11541.18,0.18,641.18,20,0,1,1,15.0,17.0,61.0,45.0,13.0,0
30.0,4.0,1.0,3.0,182.0,910.0,0.06,17.71,46.37,15966.75,0.3,887.04,24,0,6,0,13.0,17.0,125.0,57.0,7.0,0
10.0,1.0,1.0,1.0,14.0,44.38,0.27,3.75,11.83,166.42,0.01,9.25,4,0,3,0,5.0,4.0,8.0,6.0,1.0,0
37.0,5.0,1.0,4.0,124.0,575.84,0.03,30.0,18.66,17275.15,0.18,959.73,30,1,5,0,15.0,10.0,84.0,40.0,9.0,1
127.0,21.0,8.0,12.0,595.0,3727.83,0.02,47.53,91.17,209353.17,1.24,11630.73,92,2,24,0,22.0,51.0,324.0,227.0,41.0,1
36.0,4.0,1.0,1.0,89.0,408.07,0.04,23.64,15.37,8467.19,0.14,470.4,28,0,4,0,16.0,11.0,56.0,33.0,7.0,0
79.0,18.0,15.0,11.0,228.0,1353.97,0.03,31.24,43.97,43429.78,0.45,2412.77,57,4,9,6,22.0,31.0,139.0,89.0,35.0,0
66.0,16.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,31.0,1
14.0,3.0,3.0,2.0,33.0,147.16,0.09,11.14,12.02,1675.86,0.05,93.1,10,0,2,0,14.0,7.0,25.0,12.0,5.0,0
70.0,19.0,18.0,19.0,206.0,1200.0,0.02,40.83,26.84,39550.0,0.4,2197.22,63,2,5,0,21.0,22.0,119.0,85.0,37.0,1
10.0,2.0,1.0,2.0,20.0,76.15,0.19,5.25,14.88,410.22,0.03,22.79,7,0,1,0,9.0,6.0,12.0,7.0,3.0,0
5.0,1.0,1.0,1.0,12.0,41.51,0.27,3.75,11.83,166.42,0.01,9.25,3,0,0,0,5.0,4.0,7.0,5.0,1.0,0
41.0,9.0,1.0,7.0,126.0,669.69,0.05,20.33,33.51,13453.78,0.22,747.43,36,0,5,0,16.0,21.0,76.0,50.0,17.0,0
95.0,13.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,25.0,1
4.0,1.0,1.0,1.0,12.0,41.51,0.33,3.0,12.51,124.54,0.01,6.92,2,0,0,0,6.0,5.0,7.0,5.0,1.0,0
65.0,5.0,1.0,4.0,268.0,1363.63,0.05,20.64,66.7,32097.36,0.45,1783.19,57,5,5,0,17.0,29.0,151.0,89.0,9.0,0
26.0,4.0,1.0,4.0,77.0,388.42,0.06,17.88,21.41,6685.02,0.13,371.39,18,1,4,0,19.0,16.0,40.0,31.0,7.0,0
17.0,2.0,1.0,2.0,43.0,185.84,0.18,5.69,31.14,1148.47,0.06,63.8,13,0,2,0,8.0,13.0,26.0,17.0,3.0,0
41.0,5.0,1.0,2.0,128.0,734.53,0.06,17.77,43.09,12520.45,0.24,695.58,37,0,7,0,15.0,22.0,75.0,49.0,7.0,1
91.0,22.0,17.0,14.0,233.0,1364.91,0.03,29.17,45.45,39258.26,0.45,2181.01,72,4,8,0,19.0,33.0,130.0,103.0,43.0,1
14.0,2.0,1.0,2.0,28.0,118.94,0.15,6.67,17.51,833.99,0.04,46.2,8,0,3,0,10.0,9.0,15.0,12.0,3.0,0
19.0,2.0,1.0,2.0,39.0,171.3,0.1,10.0,17.13,1713.0,0.06,95.17,14,0,3,0,12.0,9.0,24.0,15.0,3.0,0
20.0,3.0,1.0,2.0,73.0,307.7,0.13,7.67,42.55,2614.85,0.1,145.03,15,0,3,0,10.0,21.0,36.0,33.0,5.0,0
11.0,2.0,1.0,2.0,30.0,130.8,0.14,7.31,16.21,956.47,0.04,53.14,9,0,0,0,9.0,8.0,19.0,13.0,3.0,0
28.0,3.0,1.0,2.0,109.0,553.18,0.05,20.7,26.36,10058.52,0.18,558.81,21,0,5,0,18.0,20.0,59.0,46.0,5.0,0
8.0,1.0,1.0,1.0,15.0,51.89,0.4,2.5,22.38,119.59,0.02,6.64,5,0,1,0,5.0,7.0,8.0,7.0,1.0,0
29.0,2.0,1.0,2.0,68.0,330.34,0.1,9.88,33.43,3264.56,0.11,181.36,22,1,2,0,12.0,17.0,41.0,27.0,3.0,1
15.0,2.0,1.0,2.0,33.0,134.89,0.18,5.71,21.66,718.87,0.04,39.94,11,0,3,0,10.0,7.0,18.0,10.0,3.0,0
56.0,10.0,6.0,4.0,214.0,1213.4,0.03,33.11,35.17,38462.28,0.4,2164.15,46,0,9,0,20.0,27.0,125.0,89.0,19.0,1
26.0,4.0,4.0,3.0,82.0,389.9,0.07,13.75,28.36,5361.14,0.14,297.84,16,0,4,0,11.0,17.0,44.0,41.0,7.0,0
26.0,5.0,1.0,2.0,96.0,498.57,0.09,11.57,42.48,6287.07,0.17,349.28,20,1,3,0,12.0,23.0,50.0,46.0,9.0,1
14.0,2.0,1.0,2.0,24.0,100.08,0.12,8.75,12.78,778.25,0.03,43.24,8,0,3,0,10.0,6.0,14.0,10.0,3.0,1
8.0,2.0,1.0,2.0,30.0,131.77,0.15,6.67,21.5,758.93,0.04,42.16,5,0,1,0,10.0,9.0,18.0,12.0,3.0,0
126.0,19.0,1.0,17.0,529.0,3499.18,0.02,50.74,68.97,109975.22,1.17,6109.73,118,1,17,8,30.0,68.0,299.0,230.0,28.0,0
69.0,8.0,7.0,6.0,185.0,1088.29,0.04,22.68,47.98,24683.0,0.36,1371.28,46,3,13,0,23.0,36.0,114.0,71.0,15.0,0
7.0,3.0,3.0,1.0,27.0,108.0,0.12,8.36,12.92,902.57,0.04,50.14,6,0,0,0,9.0,7.0,15.0,13.0,5.0,0
26.0,4.0,1.0,4.0,80.0,376.04,0.11,8.89,40.37,3342.53,0.13,185.7,19,0,4,0,8.0,19.0,42.0,40.0,7.0,0
72.0,19.0,13.0,2.0,222.0,1336.97,0.05,21.85,58.49,30099.77,0.45,1672.21,58,12,6,0,20.0,44.0,119.0,103.0,37.0,0
22.0,3.0,1.0,3.0,58.0,269.34,0.09,10.83,26.76,2747.01,0.09,152.61,16,0,3,0,12.0,15.0,31.0,27.0,5.0,0
40.0,7.0,1.0,7.0,131.0,743.09,0.06,17.64,40.41,14145.41,0.25,785.86,34,0,7,1,16.0,25.0,79.0,62.0,13.0,0
11.0,2.0,1.0,1.0,28.0,110.45,0.18,5.57,18.25,546.12,0.04,30.14,7,0,2,0,7.0,7.0,15.0,13.0,3.0,0
6.0,1.0,1.0,1.0,11.0,39.86,0.21,4.67,8.54,186.03,0.01,10.33,3,0,1,0,7.0,3.0,8.0,3.0,1.0,0
44.0,3.0,1.0,1.0,32.0,135.93,0.18,5.71,24.69,712.12,0.05,39.56,15,12,9,0,10.0,9.0,22.0,10.0,5.0,0
15.0,1.0,1.0,1.0,35.0,161.42,0.29,3.39,39.27,547.68,0.05,30.43,9,0,4,0,5.0,14.0,18.0,17.0,1.0,0
26.0,2.0,1.0,2.0,87.0,438.86,0.07,13.41,29.98,5741.78,0.15,318.99,18,3,5,0,15.0,17.0,55.0,32.0,3.0,0
74.0,16.0,10.0,6.0,367.0,1974.07,0.03,37.38,53.35,69035.34,0.66,3835.3,67,0,3,0,22.0,42.0,196.0,155.0,31.0,0
86.0,6.0,1.0,5.0,252.0,1421.66,0.04,27.64,54.52,42742.56,0.47,2374.59,68,7,9,0,16.0,33.0,152.0,112.0,11.0,1
16.0,1.0,1.0,1.0,74.0,325.54,0.09,11.39,28.44,4490.39,0.11,249.47,13,0,1,0,13.0,14.0,45.0,29.0,1.0,0
48.0,11.0,7.0,7.0,156.0,812.67,0.05,21.07,35.06,18384.21,0.27,1021.34,34,3,8,1,17.0,23.0,88.0,68.0,21.0,0
27.0,5.0,1.0,3.0,100.0,512.92,0.04,28.89,17.2,14439.21,0.17,802.18,22,0,3,0,19.0,14.0,61.0,39.0,9.0,0
248.0,31.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,61.0,1
33.0,3.0,3.0,1.0,17.0,60.94,0.17,6.0,10.16,365.67,0.02,20.31,6,0,1,0,8.0,4.0,11.0,6.0,5.0,0
11.0,2.0,1.0,1.0,27.0,101.58,0.19,5.14,19.75,522.4,0.03,29.02,7,0,2,0,8.0,7.0,17.0,8.0,3.0,0
15.0,1.0,1.0,1.0,42.0,184.48,0.21,4.85,38.84,957.6,0.06,53.2,9,0,4,0,9.0,13.0,28.0,19.0,1.0,0
20.0,4.0,1.0,4.0,46.0,208.08,0.11,9.0,22.3,2148.39,0.07,119.36,16,0,2,0,10.0,10.0,24.0,22.0,7.0,0
20.0,1.0,1.0,1.0,43.0,185.84,0.24,4.2,44.41,1192.85,0.06,66.27,11,0,5,1,7.0,15.0,27.0,18.0,1.0,0
11.0,2.0,1.0,2.0,36.0,156.08,0.15,6.82,25.05,1045.91,0.05,58.11,7,0,2,0,11.0,11.0,24.0,12.0,3.0,0
87.0,15.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,29.0,1
7.0,2.0,1.0,1.0,15.0,51.89,0.24,4.08,12.36,249.08,0.02,13.84,4,0,1,0,7.0,6.0,8.0,7.0,3.0,0
10.0,2.0,1.0,2.0,13.0,50.19,0.29,3.5,14.34,175.66,0.02,9.76,6,0,1,0,7.0,5.0,8.0,5.0,3.0,0
15.0,3.0,1.0,3.0,45.0,211.52,0.08,13.14,15.45,2936.6,0.07,163.14,11,0,2,0,16.0,11.0,26.0,18.0,5.0,1
5.0,1.0,1.0,1.0,20.0,80.0,0.25,4.0,20.0,320.0,0.03,17.78,3,0,0,0,8.0,8.0,12.0,8.0,1.0,0
109.0,14.0,1.0,10.0,263.0,1452.89,0.05,20.31,76.63,28991.96,0.48,1666.66,76,17,12,0,14.0,34.0,151.0,112.0,27.0,1
34.0,4.0,4.0,2.0,119.0,605.73,0.05,21.64,28.64,12694.01,0.2,705.22,24,1,7,0,17.0,18.0,78.0,45.0,7.0,0
50.0,3.0,1.0,1.0,134.0,645.73,0.06,16.36,36.79,10147.15,0.22,561.22,33,8,5,0,11.0,18.0,75.0,59.0,5.0,0
31.0,3.0,1.0,3.0,64.0,317.07,0.09,10.31,30.75,3269.77,0.11,181.65,25,0,4,0,15.0,16.0,42.0,22.0,5.0,0
93.0,22.0,11.0,5.0,268.0,1505.96,0.02,40.38,37.71,61634.6,0.5,3424.14,71,6,16,0,23.0,32.0,152.0,112.0,43.0,0
56.0,14.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,27.0,1
80.0,7.0,1.0,6.0,200.0,1072.41,0.06,16.99,63.14,18215.19,0.38,1011.96,63,3,10,2,15.0,38.0,114.0,77.0,13.0,0
6.0,1.0,1.0,1.0,9.0,25.27,0.27,3.75,6.74,94.75,0.01,5.26,3,0,2,0,5.0,2.0,6.0,3.0,1.0,0
10.0,2.0,1.0,2.0,27.0,108.0,0.22,4.5,24.0,486.0,0.04,27.0,6,0,2,0,8.0,8.0,18.0,9.0,3.0,0
40.0,13.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,25.0,0
16.0,2.0,1.0,2.0,28.0,124.86,0.12,8.25,14.27,1092.56,0.04,60.7,10,0,4,0,11.0,8.0,16.0,14.0,3.0,0
14.0,2.0,1.0,1.0,21.0,87.57,0.22,4.5,17.51,437.84,0.03,24.32,12,0,0,0,10.0,8.0,13.0,8.0,3.0,0
141.0,30.0,25.0,17.0,423.0,2658.73,0.03,39.1,73.09,112057.5,0.89,6225.42,116,5,19,5,23.0,51.0,260.0,163.0,59.0,1
13.0,1.0,1.0,1.0,40.0,174.17,0.14,7.2,24.19,1253.99,0.06,69.67,8,0,3,0,9.0,10.0,27.0,13.0,1.0,0
8.0,2.0,1.0,1.0,18.0,66.61,0.25,4.0,16.65,266.43,0.02,14.8,6,0,0,0,6.0,6.0,10.0,8.0,3.0,0
9.0,2.0,1.0,1.0,25.0,95.18,0.14,7.0,10.97,700.55,0.03,38.92,6,0,1,0,6.0,6.0,11.0,14.0,3.0,0
27.0,3.0,1.0,3.0,66.0,337.97,0.1,10.29,30.66,3295.25,0.11,183.07,20,0,3,0,13.0,17.0,36.0,30.0,5.0,1
14.0,2.0,1.0,2.0,29.0,129.32,0.19,5.25,22.64,751.09,0.04,41.73,8,2,2,0,10.0,8.0,20.0,9.0,3.0,0
591.0,82.0,14.0,61.0,2445.0,22597.73,0.02,53.32,214.88,861706.49,7.53,47848.81,452,60,53,11,26.0,168.0,1320.0,1005.0,163.0,1
7.0,2.0,1.0,2.0,19.0,70.31,0.3,3.33,25.19,241.06,0.02,13.39,5,0,0,0,5.0,8.0,11.0,8.0,3.0,0
22.0,2.0,1.0,1.0,58.0,262.37,0.11,9.6,29.44,2514.11,0.09,139.67,13,1,4,0,12.0,15.0,35.0,23.0,3.0,1
13.0,1.0,1.0,1.0,27.0,102.8,0.18,5.56,20.59,685.32,0.03,38.07,8,0,3,0,7.0,9.0,17.0,10.0,1.0,0
44.0,3.0,1.0,2.0,130.0,677.23,0.05,20.45,36.28,12800.51,0.23,711.13,27,0,12,0,18.0,22.0,81.0,49.0,5.0,1
9.0,3.0,3.0,2.0,28.0,118.94,0.18,5.45,22.51,787.8,0.04,43.77,6,0,1,0,8.0,10.0,14.0,14.0,5.0,0
75.0,6.0,1.0,6.0,192.0,1064.39,0.05,21.6,48.6,22990.73,0.35,1277.26,43,17,10,0,20.0,35.0,105.0,81.0,11.0,1
112.0,22.0,1.0,2.0,337.0,2083.96,0.02,55.24,37.76,92489.79,0.69,5138.32,81,25,19,0,20.0,29.0,215.0,140.0,43.0,1
13.0,3.0,1.0,3.0,30.0,114.22,0.23,4.36,28.52,577.01,0.04,32.06,11,0,0,0,6.0,11.0,18.0,12.0,5.0,0
149.0,9.0,1.0,9.0,639.0,4118.87,0.01,92.17,36.24,189788.14,1.37,10543.79,89,22,23,0,26.0,31.0,373.0,243.0,17.0,0
74.0,13.0,10.0,7.0,194.0,995.08,0.02,50.25,19.8,50002.82,0.33,2777.93,56,0,2,3,21.0,14.0,127.0,67.0,25.0,1
81.0,9.0,7.0,5.0,218.0,1294.9,0.03,30.33,41.13,39284.02,0.43,2184.27,51,12,11,1,20.0,27.0,136.0,80.0,17.0,1
13.0,3.0,1.0,2.0,20.0,76.15,0.13,7.71,9.41,549.36,0.03,30.52,10,0,1,0,8.0,4.0,12.0,8.0,5.0,0
53.0,1.0,1.0,1.0,174.0,909.93,0.05,20.0,44.26,17268.28,0.3,959.73,37,4,5,0,11.0,22.0,104.0,80.0,1.0,0
19.0,2.0,1.0,2.0,53.0,225.62,0.12,8.55,26.28,1986.51,0.08,110.36,14,0,4,0,9.0,10.0,34.0,19.0,3.0,0
23.0,5.0,1.0,4.0,112.0,554.48,0.06,16.92,33.61,10230.46,0.18,568.36,19,0,2,0,14.0,22.0,64.0,48.0,9.0,0
19.0,4.0,4.0,3.0,57.0,274.02,0.07,13.85,20.42,6098.63,0.09,338.81,16,0,1,0,15.0,13.0,33.0,24.0,7.0,0
32.0,6.0,5.0,4.0,93.0,423.04,0.05,19.86,20.48,8220.83,0.14,456.71,24,1,2,2,15.0,14.0,49.0,36.0,11.0,0
7.0,1.0,1.0,1.0,16.0,55.35,0.29,3.5,15.86,194.27,0.02,10.79,4,0,1,0,5.0,6.0,9.0,8.0,1.0,0
69.0,6.0,5.0,3.0,209.0,1112.28,0.03,33.15,33.56,36868.91,0.37,2048.27,13,11,18,1,23.0,17.0,160.0,49.0,11.0,0
25.0,8.0,4.0,3.0,110.0,544.96,0.05,18.28,28.11,9793.69,0.18,544.09,18,4,2,0,14.0,18.0,65.0,45.0,15.0,0
7.0,3.0,1.0,2.0,21.0,79.95,0.17,6.0,13.33,479.73,0.03,26.65,5,0,0,0,8.0,6.0,14.0,9.0,5.0,0
8.0,1.0,1.0,1.0,31.0,138.24,0.25,4.0,31.79,463.25,0.04,25.74,5,0,1,0,8.0,12.0,19.0,12.0,1.0,0
111.0,13.0,11.0,7.0,247.0,1345.5,0.03,30.86,49.1,38754.01,0.45,2162.78,64,20,14,0,16.0,28.0,151.0,104.0,25.0,0
74.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,17.0,0
34.0,8.0,4.0,4.0,126.0,615.34,0.06,17.78,35.73,10767.89,0.21,595.58,28,0,3,1,14.0,21.0,75.0,49.0,15.0,0
51.0,3.0,1.0,2.0,113.0,580.48,0.06,16.92,36.67,9480.0,0.19,526.67,45,0,4,0,17.0,23.0,66.0,47.0,4.0,0
27.0,2.0,1.0,2.0,42.0,181.52,0.15,6.67,27.23,1210.14,0.06,67.23,8,13,4,0,12.0,12.0,32.0,10.0,3.0,0
24.0,6.0,6.0,4.0,84.0,434.27,0.05,21.88,19.85,9499.74,0.14,527.76,11,0,9,0,20.0,13.0,59.0,29.0,11.0,0
83.0,12.0,11.0,7.0,298.0,1794.75,0.03,32.09,59.83,52235.72,0.6,2901.98,76,8,6,0,22.0,43.0,176.0,136.0,23.0,0
157.0,25.0,11.0,18.0,544.0,3486.71,0.02,45.44,74.49,158448.41,1.16,8802.69,112,25,20,0,22.0,62.0,299.0,205.0,49.0,1
31.0,3.0,1.0,1.0,66.0,312.48,0.05,19.13,16.01,5893.69,0.11,327.43,23,1,6,0,16.0,8.0,40.0,26.0,5.0,0
8.0,2.0,1.0,1.0,18.0,66.61,0.17,5.83,10.65,351.62,0.02,19.53,6,0,0,0,7.0,4.0,11.0,7.0,3.0,0
32.0,3.0,3.0,2.0,106.0,552.2,0.06,16.58,32.39,9080.33,0.18,504.46,21,0,7,0,15.0,19.0,64.0,42.0,5.0,1
40.0,6.0,1.0,4.0,104.0,518.63,0.07,15.3,33.78,8618.28,0.17,478.59,34,0,2,0,18.0,20.0,65.0,34.0,11.0,1
4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5.0,3.0,5.0,4.0,1.0,1
19.0,3.0,1.0,3.0,43.0,188.87,0.11,9.0,21.8,1558.17,0.06,86.57,15,0,2,0,11.0,11.0,28.0,16.0,5.0,0
24.0,3.0,1.0,2.0,58.0,262.37,0.09,10.97,23.38,2560.32,0.09,142.24,20,0,2,0,13.0,12.0,39.0,19.0,5.0,0
11.0,2.0,1.0,2.0,38.0,171.9,0.11,9.43,18.55,1593.94,0.06,88.55,7,0,2,0,11.0,14.0,24.0,16.0,3.0,0
15.0,2.0,1.0,1.0,52.0,216.64,0.15,6.67,31.35,1473.33,0.07,81.85,6,3,1,0,8.0,12.0,28.0,24.0,3.0,0
308.0,75.0,1.0,40.0,1265.0,7879.46,0.01,99.0,80.58,789789.1,2.66,43877.17,267,3,28,0,27.0,100.0,836.0,418.0,144.0,1
7.0,1.0,1.0,1.0,12.0,36.0,0.3,3.33,10.8,120.0,0.01,6.67,5,0,0,0,5.0,3.0,7.0,5.0,1.0,0
24.0,1.0,1.0,1.0,76.0,372.92,0.14,7.0,53.27,2610.47,0.12,145.03,23,0,3,0,11.0,20.0,45.0,31.0,1.0,0
61.0,19.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,37.0,1
24.0,5.0,3.0,3.0,64.0,317.07,0.07,13.5,24.16,4161.52,0.11,231.2,16,0,9,0,15.0,15.0,38.0,25.0,9.0,0
10.0,2.0,1.0,2.0,35.0,158.32,0.12,8.25,19.33,1170.6,0.05,65.15,7,0,1,0,11.0,10.0,20.0,15.0,3.0,0
57.0,7.0,5.0,6.0,146.0,798.65,0.04,23.5,31.44,19162.57,0.26,1064.59,41,0,5,0,16.0,24.0,84.0,69.0,13.0,0
83.0,16.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,31.0,1
9.0,1.0,1.0,1.0,13.0,39.0,0.33,3.0,13.0,117.0,0.01,6.5,3,2,2,0,4.0,4.0,7.0,6.0,1.0,0
31.0,6.0,1.0,3.0,69.0,338.58,0.07,14.86,22.79,5030.26,0.11,279.46,13,3,5,0,16.0,14.0,43.0,26.0,11.0,0
141.0,33.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,65.0,1
5.0,1.0,1.0,1.0,16.0,57.36,0.29,3.5,16.39,200.76,0.02,11.15,3,0,0,0,7.0,5.0,11.0,5.0,1.0,0
10.0,1.0,1.0,1.0,36.0,155.32,0.2,5.06,28.13,708.17,0.05,39.34,8,0,0,0,9.0,12.0,23.0,13.0,1.0,0
28.0,3.0,1.0,3.0,78.0,397.46,0.1,9.6,39.89,3609.84,0.13,200.55,20,2,2,1,12.0,20.0,45.0,33.0,5.0,0
14.0,3.0,1.0,3.0,36.0,152.93,0.12,8.13,18.8,1258.37,0.05,69.91,11,0,1,0,10.0,8.0,23.0,13.0,5.0,0
20.0,2.0,1.0,2.0,46.0,205.13,0.23,4.43,46.27,909.43,0.07,50.52,15,0,3,0,7.0,15.0,27.0,19.0,3.0,0
25.0,6.0,1.0,1.0,103.0,536.57,0.05,19.86,28.85,8971.6,0.18,498.42,21,1,2,0,17.0,22.0,59.0,46.0,10.0,0
31.0,4.0,1.0,4.0,60.0,282.03,0.11,9.33,29.48,3144.8,0.09,174.71,18,8,3,0,12.0,15.0,33.0,25.0,7.0,1
47.0,7.0,1.0,7.0,158.0,873.63,0.05,18.75,48.81,19908.12,0.29,1106.01,40,2,6,0,15.0,26.0,82.0,70.0,13.0,1
23.0,5.0,1.0,2.0,48.0,200.16,0.1,10.5,20.02,1897.35,0.07,105.42,17,0,4,0,11.0,8.0,30.0,18.0,6.0,0
17.0,2.0,1.0,2.0,39.0,171.3,0.09,10.67,16.1,1816.0,0.06,100.89,7,0,4,0,12.0,9.0,24.0,16.0,3.0,1
41.0,14.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,27.0,0
19.0,2.0,1.0,1.0,52.0,220.89,0.08,13.0,16.81,2616.2,0.07,145.34,13,0,4,0,10.0,6.0,34.0,18.0,3.0,0
23.0,2.0,1.0,2.0,48.0,230.75,0.15,6.56,39.23,1374.64,0.08,76.37,18,0,3,0,10.0,16.0,29.0,23.0,3.0,0
63.0,2.0,1.0,2.0,153.0,845.19,0.08,12.61,63.13,10342.81,0.28,574.6,28,10,14,9,14.0,33.0,94.0,59.0,3.0,0
39.0,3.0,1.0,1.0,92.0,469.13,0.07,13.63,34.41,6392.6,0.16,355.14,30,2,5,0,14.0,22.0,54.0,37.0,5.0,0
22.0,3.0,1.0,2.0,69.0,342.6,0.08,13.0,24.86,4111.21,0.11,228.4,15,0,3,0,13.0,16.0,37.0,32.0,5.0,0
12.0,1.0,1.0,1.0,18.0,60.23,0.28,3.6,16.73,216.82,0.02,12.05,7,0,3,0,4.0,5.0,10.0,6.0,1.0,0
